Name	Field	Morpho	Sp (mJy)	err_Sp	Sint (Jy km/s)	err	RMS (mJy/beam)	V_sys (km/s)	w50	DL (Mpc)	log M_HI	D_HI (kpc)
MGTH_J021742.5-050425	XMMLSS12_1330_1380	SP	3.822864472863445	0.059114762686459925	0.4567334400343029	0.022836672001715144	0.059114762686459925	13094.578995369719	131.800526	196.38716270639884	9.58036835277275	37.15352290971726
MGTH_J021743.8-051752	XMMLSS12_1330_1380	ME	5.0224462222737785	0.09541244089794244	0.4881615371451016	0.02440807685725508	0.09541244089794244	9492.78482093242	130.983375	140.34495566678595	9.32778495354751	24.434305526939713
MGTH_J021744.6-050322	XMMLSS12_1330_1380	SP	3.3712680682412586	0.05787534595949016	0.2695020754225026	0.013475103771125131	0.05787534595949016	12864.697457982442	87.09367900000001	194.1885465206448	9.341889016847338	30.19951720402016
MGTH_J021744.9-041158	XMMLSS12_1330_1380	SP	7.012050461474796	0.1467221268316596	1.4085149100960752	0.07042574550480378	0.1467221268316596	12497.256124252393	199.452428	188.3426126200509	10.03460495372826	53.95106225151276
MGTH_J021748.5-043241	XMMLSS12_1310	SP	6.296892596868017	0.061744796654090925	0.8750180020907401	0.043750900104537006	0.061744796654090925	19995.289753974444	231.099554	311.0186513699879	10.241794168441617	76.91304402866095
MGTH_J021750.4-044940	XMMLSS12_1330_1380	ME	1.4687175354445712	0.05198702707797684	0.1745567284110008	0.00872783642055004	0.05198702707797684	12474.281357090615	141.67363500000002	187.61360983591481	9.12454483552415	24.717241450161303
MGTH_J021759.3-041634	XMMLSS12_1330_1380	SP	8.04344858007821	0.1143753383574031	0.901373247394558	0.0450686623697279	0.1143753383574031	9834.075317360179	98.887384	146.69454300635581	9.631372512213158	38.63669770540692
MGTH_J021814.0-044944	XMMLSS12_1330_1380	SP	3.7103979624920473	0.05506864441037017	0.4877421489455169	0.024387107447275846	0.05506864441037017	9413.203530060937	163.135284	139.64130508199065	9.323177748944543	27.797132677592884
MGTH_J021815.4-041558	XMMLSS12_1330_1380	SP	11.97872050929	0.1293758506818551	2.2315001569795267	0.11157500784897634	0.1293758506818551	12393.97618151108	261.456948	186.1567611073048	10.202399205765788	67.45280276979219
MGTH_J021818.0-043234	XMMLSS13_1330	IR	5.76519638904358	0.2329167962003543	0.3304664196118524	0.016523320980592622	0.2329167962003543	12588.733247551309	86.224614	189.80177614623318	9.411407665550794	26.302679918953814
MGTH_J021822.2-050614	XMMLSS12_1330_1380	SP	2.651866989633315	0.06864276558606122	0.2615550745130508	0.013077753725652544	0.06864276558606122	13048.595590514664	179.09436399999998	196.38716270639884	9.338268693180538	28.444611074479155
